Date,Open,High,Low,Close,Adj Close,Volume
2020-03-16,60.487499,64.769997,60.000000,60.552502,59.807819,322423600
2020-03-17,61.877499,64.402496,59.599998,63.215000,62.437576,324056000
2020-03-18,59.942501,62.500000,59.279999,61.667500,60.909103,300233600
2020-03-19,61.847500,63.209999,60.652500,61.195000,60.442421,271857200
2020-03-20,61.794998,62.957500,57.000000,57.310001,56.605198,401693200
2020-03-23,57.020000,57.125000,53.152500,56.092499,55.402668,336752800
2020-03-24,59.090000,61.922501,58.575001,61.720001,60.960964,287531200
2020-03-25,62.687500,64.562500,61.075001,61.380001,60.625145,303602000
2020-03-26,61.630001,64.669998,61.590000,64.610001,63.815418,252087200
2020-03-27,63.187500,63.967499,61.762501,61.935001,61.173321,204216800
2020-03-30,62.685001,63.880001,62.349998,63.702499,62.919083,167976400
2020-03-31,63.900002,65.622498,63.000000,63.572498,62.790680,197002000
2020-04-01,61.625000,62.180000,59.782501,60.227501,59.486820,176218400
2020-04-02,60.084999,61.287498,59.224998,61.232498,60.479454,165934000
2020-04-03,60.700001,61.424999,59.742500,60.352501,59.610279,129880000
2020-04-06,62.724998,65.777496,62.345001,65.617500,64.810532,201820400
2020-04-07,67.699997,67.925003,64.750000,64.857498,64.059875,202887200
2020-04-08,65.684998,66.842499,65.307503,66.517502,65.699463,168895200
2020-04-09,67.175003,67.517502,66.175003,66.997498,66.173553,161834800
2020-04-13,67.077499,68.425003,66.457497,68.312500,67.472397,131022800
2020-04-14,70.000000,72.062500,69.512497,71.762497,70.879951,194994800
2020-04-15,70.599998,71.582497,70.157501,71.107498,70.233017,131154400
2020-04-16,71.845001,72.050003,70.587502,71.672501,70.791069,157125200
2020-04-17,71.172501,71.737503,69.214996,70.699997,69.830513,215250000
2020-04-20,69.487503,70.419998,69.212502,69.232498,68.381073,130015200
2020-04-21,69.070000,69.312500,66.357498,67.092499,66.267380,180991600
2020-04-22,68.402496,69.474998,68.050003,69.025002,68.176132,116862400
2020-04-23,68.967499,70.437500,68.717499,68.757500,67.911911,124814400
2020-04-24,69.300003,70.752502,69.250000,70.742500,69.872505,126161200
2020-04-27,70.449997,71.135002,69.987503,70.792503,69.921883,117087600
2020-04-28,71.269997,71.457497,69.550003,69.644997,68.788498,112004800
2020-04-29,71.182503,72.417503,70.972504,71.932503,71.047867,137280800
2020-04-30,72.489998,73.632500,72.087502,73.449997,72.546692,183064000
2020-05-01,71.562500,74.750000,71.462502,72.267502,71.378754,240616800
2020-05-04,72.292503,73.422501,71.580002,73.290001,72.388672,133568000
2020-05-05,73.764999,75.250000,73.614998,74.389999,73.475151,147751200
2020-05-06,75.114998,75.809998,74.717499,75.157501,74.233208,142333600
2020-05-07,75.805000,76.292503,75.492500,75.934998,75.001152,115215200
2020-05-08,76.410004,77.587502,76.072502,77.532501,76.786293,133838400
2020-05-11,77.025002,79.262497,76.809998,78.752502,77.994553,145946400
2020-05-12,79.457497,79.922501,77.727501,77.852501,77.103218,162301200
2020-05-13,78.037498,78.987503,75.802498,76.912498,76.172264,200622400
2020-05-14,76.127502,77.447502,75.382500,77.385002,76.640228,158929200
2020-05-15,75.087502,76.974998,75.052498,76.927498,76.187119,166348400
2020-05-18,78.292503,79.125000,77.580002,78.739998,77.982162,135178400
2020-05-19,78.757500,79.629997,78.252502,78.285004,77.531570,101729600
2020-05-20,79.169998,79.879997,79.129997,79.807503,79.039406,111504800
2020-05-21,79.665001,80.222504,78.967499,79.212502,78.450127,102688800
2020-05-22,78.942497,79.807503,78.837502,79.722504,78.955223,81803200
2020-05-26,80.875000,81.059998,79.125000,79.182503,78.420410,125522000
2020-05-27,79.035004,79.677498,78.272499,79.527496,78.762085,112945200
2020-05-28,79.192497,80.860001,78.907501,79.562500,78.796761,133560800
2020-05-29,79.812500,80.287498,79.117500,79.485001,78.719994,153532400
2020-06-01,79.437500,80.587502,79.302498,80.462502,79.688095,80791200
2020-06-02,80.187500,80.860001,79.732498,80.834999,80.057022,87642800
2020-06-03,81.165001,81.550003,80.574997,81.279999,80.497734,104491200
2020-06-04,81.097504,81.404999,80.195000,80.580002,79.804466,87560400
2020-06-05,80.837502,82.937500,80.807503,82.875000,82.077377,137250400
2020-06-08,82.562500,83.400002,81.830002,83.364998,82.562653,95654400
2020-06-09,83.035004,86.402496,83.002502,85.997498,85.169823,147712400
2020-06-10,86.974998,88.692497,86.522499,88.209999,87.361023,166651600
2020-06-11,87.327499,87.764999,83.870003,83.974998,83.166794,201662400
2020-06-12,86.180000,86.949997,83.555000,84.699997,83.884804,200146000
2020-06-15,83.312500,86.419998,83.144997,85.747498,84.922241,138808800
2020-06-16,87.864998,88.300003,86.180000,88.019997,87.172852,165428800
2020-06-17,88.787498,88.849998,87.772499,87.897499,87.051537,114406400
2020-06-18,87.852501,88.362503,87.305000,87.932503,87.086205,96820400
2020-06-19,88.660004,89.139999,86.287498,87.430000,86.588539,264476000
2020-06-22,87.834999,89.864998,87.787498,89.717499,88.854027,135445200
2020-06-23,91.000000,93.095001,90.567497,91.632500,90.750595,212155600
2020-06-24,91.250000,92.197502,89.629997,90.014999,89.148651,192623200
2020-06-25,90.175003,91.250000,89.392502,91.209999,90.332161,137522400
2020-06-26,91.102501,91.330002,88.254997,88.407501,87.556641,205256800
2020-06-29,88.312500,90.542503,87.820000,90.445000,89.574524,130646000
2020-06-30,90.019997,91.495003,90.000000,91.199997,90.322250,140223200
2020-07-01,91.279999,91.839996,90.977501,91.027496,90.151413,110737200
2020-07-02,91.962502,92.617500,90.910004,91.027496,90.151413,114041600
2020-07-06,92.500000,93.945000,92.467499,93.462502,92.562973,118655600
2020-07-07,93.852501,94.654999,93.057503,93.172501,92.275780,112424400
2020-07-08,94.180000,95.375000,94.089996,95.342499,94.424889,117092000
2020-07-09,96.262497,96.317497,94.672501,95.752502,94.830933,125642800
2020-07-10,95.334999,95.980003,94.705002,95.919998,94.996834,90257200
2020-07-13,97.264999,99.955002,95.257500,95.477501,94.558578,191649200
2020-07-14,94.839996,97.254997,93.877502,97.057503,96.123383,170989200
2020-07-15,98.989998,99.247498,96.489998,97.724998,96.784462,153198000
